Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. acutus,24945,24954,7.11,2,,,,NoMatch,,,,,,,,
1,,A. cooki,25016,25024,4.01,2,,,,NoMatch,,,,,,,,
2,,A. cristatellus,22063,22078,7.20,2,,,,NoMatch,,,,,,,,
3,,A. desechensis,25093,25107,6.58,2,,,,NoMatch,,,,,,,,
4,,A. ernestwilliamsi,25108,25126,4.79,2,,,,NoMatch,,,,,,,,
5,,A. evermanni,24955,24967,6.01,2,,,,NoMatch,,,,,,,,
6,,A. gundlachi,19094,19107,5.96,2,,,,NoMatch,,,,,,,,
7,,A. krugi,24981,24989,3.37,2,,,,NoMatch,,,,,,,,
8,,A. monensis,25004,25015,6.17,2,,,,NoMatch,,,,,,,,
9,,A. poncensis,22460,22472,6.31,2,,,,NoMatch,,,,,,,,
10,,A. pulchellus,24990,25003,7.17,2,,,,NoMatch,,,,,,,,
11,,A. scriptus,25025,25036,7.53,2,,,,NoMatch,,,,,,,,
12,,A. stratulus,24968,24980,7.08,2,,,,NoMatch,,,,,,,,
13,,Anolis,765,771,4.61,1,,,,Exact,0,"Anolis Cope, 1862",Anolis,8HCLJ,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis chlorocyanus,
14,,Anolis acutus,32694,32709,12.12,2,,,,Exact,0,"Anolis acutus Hallowell, 1856",Anolis acutus,66TZP,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis acutus,
15,,Anolis ahli,35678,35690,8.83,2,,,,Exact,0,"Anolis ahli Barbour, 1925",Anolis ahli,675ZN,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis ahli,
16,,Anolis allogus,35695,35710,10.46,2,,,,Exact,0,"Anolis allogus Barbour & Ramsden, 1919",Anolis allogus,675LJ,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis allogus,
17,,Anolis birama,35790,35805,9.99,2,,,,Exact,0,"Anolis birama Garrido, 1990",Anolis birama,5V5KY,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis birama,
